Chem_formula,Temp,Cp,H,G,S,L
Fe1H3O3,400,117.989,0.255977825,0.093062586,0.065948273,0.503797276
Fe1H3O3,300,102.09,0.053963963,0.144011266,0.373431588,0.874902143
Fe1H3O3,298,101.671,0.321194134,0.81078819,0.93020076,0.998741876
Fe1I2,1400,142.256,0.089705941,0.642409,0.511139539,0.684266393
Fe1I2,1300,142.256,0.145975581,0.185020752,0.164729359,0.102576238
Fe1I2,1200,142.256,0.178150099,0.847058753,0.012284711,0.786245323
Fe1I2,1100,141.188,0.728331402,0.252793293,0.936616599,0.235671254
Fe1I2,1000,136.817,0.982779767,0.915240354,0.243081361,0.453127424
Fe1I2,900,126.224,0.605442868,0.592735804,0.803128446,0.48685826
Fe1I2,860,120.005,0.171125659,0.037863249,0.44558252,0.500920173
Fe1I2,800,110.876,0.28039679,0.460410798,0.923999908,0.198420726
Fe1I2,700,95.395,0.617678104,0.081935122,0.401062924,0.449122933
Fe1I2,650,84.546,0.544532571,0.124491536,0.418638814,0.924204775
Fe1I2,650,87.864,0.998503041,0.83951639,0.648739056,0.920895319
Fe1I2,600,84.425,0.84645921,0.577988619,0.188073594,0.548631018
Fe1I2,500,84.182,0.814708403,0.149997971,0.812183923,0.771249221
Fe1I2,400,83.931,0.738588221,0.330181875,0.886910782,0.95644946
Fe1I2,300,83.68,0.727848776,0.382389057,0.239545938,0.307819258
Fe1I2,298,83.68,0.177678448,0.821307083,0.967950936,0.293122386
Fe1O1,1900,65.79,0.702102755,0.448430712,0.478187231,0.037804074
Fe1O1,1800,65.229,0.496287089,0.732968678,0.782830707,0.087180361
Fe1O1,1700,64.631,0.729640315,0.943667478,0.474756925,0.437761281
Fe1O1,1650,64.319,0.338825731,0.460959726,0.240649508,0.109765599
Fe1O1,1600,64.015,0.168148883,0.250398313,0.105960851,0.358799022
Fe1O1,1500,63.396,0.794355186,0.86959323,0.613756111,0.488490692
Fe1O1,1400,62.76,0.021948827,0.438972102,0.128243049,0.488293223
Fe1O1,1300,61.975,0.362046392,0.324130958,0.60590816,0.235039675
Fe1O1,1200,61.086,0.682289492,0.109591125,0.220780948,0.778598881
Fe1O1,1100,60.234,0.891782838,0.743254249,0.079888201,0.776381573
Fe1O1,1000,59.371,0.721392285,0.360446074,0.996465667,0.03253925
Fe1O1,900,58.283,0.88887857,0.382869675,0.272945196,0.981673557
Fe1O1,800,57.321,0.286237651,0.033779921,0.440705438,0.387678109
Fe1O1,700,56.149,0.735402911,0.797969128,0.555908111,0.601721431
Fe1O1,600,54.894,0.063656097,0.379806646,0.164018535,0.210009765
Fe1O1,500,53.388,0.152286088,0.685598293,0.787969435,0.398199654
Fe1O1,400,51.84,0.26737181,0.738273306,0.537939811,0.985122115
Fe1O1,300,49.999,0.401211921,0.342643113,0.234245257,0.697254214
Fe1O1,298,49.915,0.394584471,0.346235174,0.949143402,0.103358589
Fe1S1,1800,99.67,0.175974466,0.939111717,0.379792049,0.949801266
Fe1S1,1700,91.174,0.972567951,0.859366213,0.470995215,0.117916363
Fe1S1,1600,83.653,0.280093992,0.739600151,0.892810496,0.145453441
Fe1S1,1500,77.106,0.101745882,0.307860401,0.446763638,0.643374276
Fe1S1,1463,74.93,0.141993957,0.51589418,0.153609134,0.077491765
Fe1S1,1400,71.533,0.268987894,0.474368227,0.43436283,0.661413697
Fe1S1,1300,66.935,0.501072094,0.445057174,0.556521029,0.662864848
Fe1S1,1200,63.311,0.201080907,0.004747199,0.742176243,0.914009504
Fe1S1,1100,60.662,0.482185881,0.090307245,0.401660953,0.454719077
Fe1S1,1000,58.986,0.688639191,0.393711547,0.259523742,0.828413053
Fe1S1,900,58.286,0.516008159,0.49446073,0.090249458,0.303198309
Fe1S1,800,58.56,0.593960279,0.302897155,0.426793969,0.122499332
Fe1S1,700,59.808,0.42497714,0.130651962,0.461235424,0.291446868
Fe1S1,600,62.03,0.227630625,0.459565133,0.128591779,0.950088365
Fe1S1,598,72.358,0.42530314,0.953689038,0.716645207,0.29710056
Fe1S1,598,62.085,0.615658187,0.534546729,0.229756712,0.500397233
Fe1S1,500,72.358,0.011286871,0.674479651,0.885060989,0.506218795
Fe1S1,411,95.051,0.645165513,0.528845975,0.561049247,0.294334144
Fe1S1,411,72.358,0.539748302,0.118301337,0.201683547,0.625341784
Fe1S1,400,89.203,0.783304162,0.970566666,0.620614475,0.616426093
Fe1S1,300,50.671,0.298238012,0.117283479,0.202788623,0.171522752
Fe1S1,298,50.517,0.368485823,0.538071583,0.690783923,0.545020425
Fe1S2,298,62.39,0.451044711,0.667846768,0.225549961,0.101525077
Fe1S2,1300,88.91,0.06235576,0.729381828,0.625640271,0.376452738
Fe1S2,1200,86.86,0.816393878,0.107825685,0.489554192,0.870461855
Fe1S2,1100,84.81,0.142553608,0.592076833,0.672997991,0.214769526
Fe1S2,1000,82.764,0.462195796,0.377454977,0.390562002,0.604662016
Fe1S2,900,80.718,0.5591435,0.338867094,0.687223618,0.281851789
Fe1S2,800,78.668,0.363839726,0.13087403,0.320097714,0.029417985
Fe1S2,700,76.959,0.012173141,0.61721387,0.234047834,0.741715728
Fe1S2,600,74.568,0.863589828,0.76009269,0.008703239,0.007231851
Fe1S2,500,72.447,0.113251186,0.653991119,0.338223518,0.58662845
Fe1S2,400,69.169,0.862283809,0.092611405,0.602101168,0.478791298
Fe1S2,300,62.554,0.760284381,0.893386623,0.272943296,0.71441704
Fe2O12S3,1900,449.069,0.242374525,0.792680751,0.304553345,0.201469104
Fe2O12S3,1800,445.554,0.893080086,0.381976942,0.036388476,0.212160593
Fe2O12S3,1700,441.83,0.498894234,0.273213401,0.216357341,0.401587606
Fe2O12S3,1600,438.065,0.271712192,0.577121528,0.136017405,0.488044606
Fe2O12S3,1500,434.09,0.683235059,0.091584282,0.173338504,0.528340048
Fe2O12S3,1400,429.906,0.655108456,0.743426796,0.880743357,0.502794518
Fe2O12S3,1300,425.513,0.915919774,0.945905355,0.524345699,0.119878028
Fe2O12S3,1200,420.659,0.747623025,0.925314448,0.294127095,0.900456131
Fe2O12S3,1100,415.262,0.778834159,0.98720217,0.680109069,0.495467804
Fe2O12S3,1000,409.237,0.826689697,0.955950308,0.208966564,0.163661483
Fe2O12S3,900,402.041,0.56419158,0.093250731,0.47159935,0.249451493
Fe2O12S3,800,393.254,0.558958793,0.345772668,0.330956117,0.604030828
Fe2O12S3,700,380.702,0.976795827,0.701430066,0.28085857,0.286801521
Fe2O12S3,600,363.297,0.425163561,0.986764141,0.96375312,0.824274844
Fe2O12S3,500,339.281,0.095713202,0.980200714,0.180642166,0.02373853
Fe2O12S3,400,307.022,0.71610044,0.117980238,0.663262446,0.98657472
Fe2O12S3,300,265.851,0.393513978,0.312171633,0.511169854,0.938279271
Fe2O12S3,298,264.722,0.536206989,0.499703733,0.741804418,0.271534345
Fe3O4,2900,200.832,0.480025251,0.696509405,0.757676184,0.163674684
Fe3O4,2800,200.832,0.174992018,0.979713078,0.539560184,0.310206578
Fe3O4,2700,200.832,0.73712038,0.237059355,0.087416391,0.472341433
Fe3O4,2600,200.832,0.984261935,0.6215448,0.973661352,0.262047472
Fe3O4,2500,200.832,0.963317351,0.369806378,0.653751221,0.014480687
Fe3O4,2400,200.832,0.016457322,0.384150316,0.425135403,0.708803713
Fe3O4,2300,200.832,0.831273398,0.947180087,0.665274624,0.195071112
Fe3O4,2200,200.832,0.186578904,0.070821014,0.487748644,0.824327636
Fe3O4,2100,200.832,0.470374095,0.129627844,0.441454965,0.921509342
Fe3O4,2000,200.832,0.839961779,0.17273982,0.099288112,0.072004444
Fe3O4,1900,200.832,0.706696896,0.335719049,0.91959997,0.172891335
Fe3O4,1800,200.832,0.048565107,0.664146936,0.89139661,0.111708689
Fe3O4,1700,200.832,0.456444257,0.291124749,0.138024484,0.10554537
Fe3O4,1600,200.832,0.408137368,0.967802516,0.27926649,0.843727865
Fe3O4,1500,200.832,0.869583728,0.205189198,0.968552789,0.544684469
Fe3O4,1400,200.832,0.860109007,0.840896331,0.484521703,0.140657863
Fe3O4,1300,200.832,0.422367362,0.635740116,0.355483109,0.860008892
Fe3O4,1200,200.832,0.118192248,0.667268189,0.603905396,0.99940194
Fe3O4,1100,200.832,0.280846205,0.834574238,0.907038588,0.832103088
Fe3O4,1000,200.832,0.209461246,0.12483733,0.006814915,0.244468545
Fe3O4,900,273.05,0.111612696,0.273921859,0.835216524,0.175517322
Fe3O4,900,200.832,0.934739605,0.326616033,0.638139119,0.219754318
Fe3O4,800,252.881,0.246490541,0.319172104,0.25876773,0.193839825
Fe3O4,700,232.714,0.546538091,0.994356587,0.301778932,0.953288617
Fe3O4,600,212.547,0.679805991,0.314878027,0.529131941,0.047924867
Fe3O4,500,192.38,0.051280619,0.123057943,0.737080481,0.695176888
Fe3O4,400,171.126,0.030535593,0.358047176,0.056947257,0.443147404
Fe3O4,300,147.695,0.828597313,0.981678638,0.878129478,0.52040798
Fe3O4,298,147.235,0.853644801,0.888818399,0.335729513,0.400826878
Ga1,450,27.916,0.593740919,0.659221833,0.266752393,0.621657248
Ga1,400,27.46,0.71452813,0.033968078,0.382970451,0.035535514
Ga1,350,27.004,0.759367187,0.073579414,0.567014091,0.024316184
Ga1,302.92,26.133,0.679419844,0.506504427,0.632721164,0.193600212
Ga1,300,26.091,0.963239886,0.119616978,0.363788723,0.363980668
Ga1,298,26.064,0.48819844,0.408171788,0.375931676,0.948782991
H1K1,1400,63.301,0.430346709,0.255668719,0.639725385,0.247558784
H1K1,1300,62.701,0.863151663,0.851031758,0.898777464,0.056456159
H1K1,1200,61.923,0.847308438,0.909946704,0.030645067,0.496453519
H1K1,1100,60.966,0.56077407,0.807369531,0.027720977,0.803909736
H1K1,1000,59.831,0.080473053,0.662390991,0.764750603,0.560728006
H1K1,900,58.44,0.208506925,0.089621813,0.547034939,0.550235179
H1K1,800,56.819,0.109786594,0.181484455,0.351646929,0.862670017
H1K1,700,54.606,0.352254576,0.800930572,0.870252351,0.499631449
H1K1,600,51.923,0.254904692,0.184076534,0.023549156,0.421234284
H1K1,500,48.534,0.73896236,0.249357743,0.318047088,0.041037467
H1K1,400,44.141,0.593213792,0.939738986,0.855037849,0.093725337
H1K1,300,38.074,0.558884224,0.481031977,0.568534097,0.272649276
H1K1,298,37.907,0.671977526,0.081426911,0.336800781,0.58092148
H1K1O1,298,64.894,0.455852698,0.484802264,0.631047606,0.199360798
H1K1O1,1400,78.659,0.785061561,0.333383156,0.78898905,0.401825297
H1K1O1,1300,78.659,0.669748846,0.270369179,0.879025608,0.91593552
H1K1O1,1200,78.659,0.521989717,0.488634446,0.459371017,0.379895739
H1K1O1,1100,78.659,0.216083874,0.430461978,0.897408811,0.339613059
H1K1O1,1000,78.659,0.985912609,0.229002957,0.090811814,0.905054401
H1K1O1,900,78.659,0.25025487,0.596851486,0.731443955,0.310257808
H1K1O1,800,78.659,0.276610538,0.597719291,0.433155402,0.687602483
H1K1O1,700,78.659,0.876221079,0.646719631,0.85419562,0.208748576
H1K1O1,679,78.659,0.048413803,0.870866556,0.118650356,0.041135347
H1K1O1,600,78.659,0.59915122,0.358639849,0.227039557,0.424218204
H1K1O1,516,80.961,0.843153991,0.496604026,0.354322474,0.578140952
H1K1O1,516,78.659,0.202907825,0.082926885,0.159080345,0.573603473
H1K1O1,500,79.58,0.435014143,0.413094332,0.955302328,0.41102596
H1K1O1,400,71.672,0.665826703,0.910619729,0.435612995,0.005023121
H1K1O1,300,65.011,0.853862362,0.409834947,0.343173792,0.940530384
H1Li1,1400,89.299,0.100177304,0.151309929,0.22693806,0.667991141
H1Li1,1300,83.994,0.146688764,0.15036118,0.903870811,0.908030783
H1Li1,1200,78.68,0.70551817,0.190863957,0.471247602,0.189978211
H1Li1,1100,73.362,0.660759692,0.55643036,0.563782833,0.147985519
H1Li1,1000,68.028,0.480127988,0.780256252,0.773824107,0.5894676
H1Li1,961.8,65.985,0.614454084,0.41614862,0.37843562,0.597813079
H1Li1,900,62.676,0.943395794,0.64463187,0.857364381,0.068324196
H1Li1,800,57.3,0.615932089,0.792378803,0.195203287,0.918141821
H1Li1,700,51.877,0.329511159,0.679704476,0.351289645,0.454473631
H1Li1,600,46.38,0.698289856,0.381561551,0.423081371,0.152546973
H1Li1,500,40.735,0.603117379,0.838397734,0.762263317,0.065526645
H1Li1,400,34.794,0.433974277,0.98583247,0.265220994,0.208894692
H1Li1,300,28.083,0.561618325,0.984604409,0.22529365,0.510044114
H1Li1,298,27.957,0.460351324,0.319335061,0.412174392,0.947275695
H1Li1O1,298,49.591,0.900257785,0.260030885,0.368066638,0.149046942
H1Li1O1,1400,97.115,0.549586593,0.814416615,0.100612475,0.442684052
H1Li1O1,1300,93.705,0.49357378,0.624156601,0.838143853,0.021021927
H1Li1O1,1200,90.274,0.930905137,0.211527358,0.579575508,0.366792717
H1Li1O1,1100,86.814,0.334703161,0.31187736,0.293974042,0.557883784
H1Li1O1,1000,83.308,0.049410136,0.448935329,0.751310052,0.018542935
H1Li1O1,900,79.747,0.198107062,0.662137004,0.924099884,0.764591853
H1Li1O1,800,76.086,0.739618071,0.040649488,0.335639007,0.199847528
H1Li1O1,744.3,73.97,0.842083009,0.953977199,0.854918119,0.957773644
H1Li1O1,700,72.279,0.531559782,0.567411685,0.827986038,0.220395456
H1Li1O1,600,68.208,0.005081634,0.892068112,0.567647348,0.027666121
H1Li1O1,500,63.647,0.094472174,0.035215331,0.308293093,0.730825204
H1Li1O1,400,58.053,0.44686327,0.294422553,0.926419805,0.119255789
H1Li1O1,300,49.761,0.809846446,0.689095985,0.033055289,0.656999338
H1Na1,1400,63.021,0.35891862,0.62658487,0.222459715,0.822345526
H1Na1,1300,62.425,0.515525431,0.821718756,0.554005894,0.933545313
H1Na1,1200,61.641,0.210054886,0.069969302,0.035156335,0.184996436
H1Na1,1100,60.668,0.207689912,0.920219404,0.507150845,0.198661589
H1Na1,1000,59.413,0.863500132,0.314131951,0.42814684,0.66965828
H1Na1,900,57.948,0.625649543,0.466312521,0.707278887,0.729689894
H1Na1,800,56.066,0.31942665,0.560582233,0.608433185,0.095974397
H1Na1,700,53.723,0.14347998,0.114502024,0.627095118,0.517508859
H1Na1,600,50.71,0.407944026,0.079195869,0.641270219,0.007349551
H1Na1,500,47.154,0.603675527,0.977606139,0.80220345,0.116160072
H1Na1,400,42.468,0.209107073,0.80313182,0.179668021,0.56183046
H1Na1,300,36.535,0.288832743,0.777514902,0.663049661,0.338854497
H1Na1,298,36.392,0.301282884,0.337365188,0.564594129,0.195545597
H1Na1O1,1400,86.023,0.988916309,0.536426837,0.774635102,0.914047327
H1Na1O1,1300,86.023,0.793828103,0.278114364,0.918650244,0.384835022
H1Na1O1,1200,86.023,0.405522833,0.990700691,0.181543212,0.48563615
H1Na1O1,1100,86.023,0.805103647,0.250550167,0.781860225,0.064621537
H1Na1O1,1000,86.023,0.20987379,0.629423916,0.976615342,0.64075552
H1Na1O1,900,86.023,0.419722203,0.38591623,0.743884548,0.19305792
H1Na1O1,800,86.023,0.955574454,0.555053257,0.557621684,0.562795912
H1Na1O1,700,86.023,0.44122647,0.919333217,0.498114169,0.444669725
H1Na1O1,600,86.023,0.212294209,0.479920321,0.563986101,0.482142392
H1Na1O1,596,86.023,0.742722767,0.204765966,0.471546943,0.154543486
H1Na1O1,572,85.887,0.620479846,0.614042793,0.499618443,0.286039024
H1Na1O1,572,86.023,0.741100738,0.311130104,0.705893103,0.800696759
H1Na1O1,500,75.157,0.28027936,0.989055482,0.06977532,0.532924944
H1Na1O1,400,64.936,0.695336638,0.804011332,0.340018476,0.037777105
H1Na1O1,300,59.664,0.126549506,0.551497092,0.666931044,0.485141669
H1Na1O1,298,59.53,0.906910284,0.478346528,0.958054424,0.20786399
H2Mg1,1900,74.883,0.048441916,0.220825797,0.06203173,0.104897799
H2Mg1,1800,74.475,0.64639889,0.828448026,0.587527073,0.512811455
H2Mg1,1700,74.088,0.423450392,0.47589576,0.865270312,0.869005001
H2Mg1,1600,73.722,0.24993429,0.192665227,0.487120425,0.90754429
H2Mg1,1500,73.204,0.940475342,0.265892364,0.548535835,0.715785422
H2Mg1,1400,72.592,0.963071738,0.752119851,0.369545439,0.561659897
H2Mg1,1300,71.761,0.931896228,0.03359556,0.174333065,0.598697142
H2Mg1,1200,70.751,0.377682618,0.563483087,0.443979532,0.046359074
H2Mg1,1100,69.486,0.176038688,0.92141406,0.545749291,0.000373178
H2Mg1,1000,67.99,0.871546923,0.213530391,0.923233631,0.76771359
H2Mg1,900,65.898,0.450242995,0.735693031,0.826029312,0.487372427
H2Mg1,800,63.095,0.301371635,0.780470067,0.284807365,0.138524902
H2Mg1,700,59.538,0.749027983,0.848240981,0.656753363,0.686856257
H2Mg1,600,55.229,0.708487132,0.067670691,0.350160989,0.834832235
H2Mg1,500,49.999,0.503668323,0.661295209,0.259870098,0.970652887
H2Mg1,400,43.304,0.827343349,0.240990744,0.83293783,0.114443729
H2Mg1,300,35.51,0.537447415,0.08369639,0.415252246,0.369922945
H2Mg1,298,35.334,0.84328388,0.438760432,0.58129889,0.907320405
H2O2Sr1,298,74.894,0.178990178,0.015742851,0.120049978,0.187543554
H2O2Sr1,,,0.16315322,0.447879807,0.416110523,0.370687241
H2O2Sr1,800,141.628,0.287751905,0.871352389,0.586438757,0.627554703
H2O2Sr1,783.15,139.37,0.417133651,0.350951963,0.099979311,0.117315152
H2O2Sr1,700,128.323,0.648167331,0.080914448,0.599319223,0.764970662
H2O2Sr1,600,115.018,0.817973602,0.457603567,0.465277607,0.893283514
H2O2Sr1,500,101.755,0.61490551,0.063677203,0.349015517,0.306757008
H2O2Sr1,400,88.45,0.44141426,0.751274188,0.808833173,0.365096876
H2O2Sr1,300,75.145,0.290325767,0.252701271,0.323018209,0.483218187
H2O4W1,900,182.422,0.736723127,0.646472406,0.436890266,0.237431118
H2O4W1,800,176.565,0.089732176,0.411004101,0.209714274,0.780763682
H2O4W1,700,170.707,0.375290588,0.89616452,0.629729058,0.5704884
H2O4W1,600,159.829,0.354190341,0.405307352,0.241088911,0.229567023
H2O4W1,500,146.44,0.812461663,0.72038705,0.244205804,0.221751755
H2O4W1,400,129.704,0.025060705,0.851727343,0.070761499,0.069830638
H2O4W1,300,112.968,0.157553969,0.615028206,0.383265771,0.601478235
H2O4W1,298,112.633,0.335514648,0.221178075,0.793944851,0.999429513
H3O4P1,900,288.361,0.841029545,0.305588116,0.617974197,0.910417581
H3O4P1,800,258.069,0.945640783,0.406592113,0.569714423,0.007810652
H3O4P1,700,227.777,0.194455711,0.650688442,0.834273808,0.46614165
H3O4P1,600,197.485,0.387543378,0.11395361,0.051362884,0.782470638
H3O4P1,500,167.193,0.239991084,0.560182107,0.655621454,0.432765657
H3O4P1,400,136.9,0.117993832,0.521563249,0.835561873,0.078034243
H3O4P1,315.5,111.303,0.098881044,0.587553803,0.409707245,0.127084019
H3O4P1,300,106.608,0.527984021,0.337421642,0.476337118,0.137101248
H3O4P1,298,106.064,0.3765048,0.256126547,0.415142658,0.853975997
H4I1N1,1900,153.599,0.746486137,0.245752664,0.032646961,0.381424402
H4I1N1,1800,157.144,0.311053329,0.042596947,0.871186313,0.781477398
H4I1N1,1700,159.166,0.546025543,0.350091217,0.012050202,0.420462555
H4I1N1,1600,159.666,0.120980811,0.482864505,0.83381445,0.898178882
H4I1N1,1500,158.643,0.995263095,0.731089839,0.459398347,0.537212311
H4I1N1,1400,156.098,0.859857931,0.256848701,0.047245579,0.812648886
H4I1N1,1300,152.03,0.874234225,0.947947922,0.866465527,0.816086393
H4I1N1,1200,146.44,0.283651756,0.281990907,0.245862982,0.508408997
H4I1N1,1100,139.327,0.451418472,0.12835431,0.389505571,0.191781066
H4I1N1,1000,132.089,0.65381614,0.66297414,0.419172635,0.399212056
H4I1N1,900,124.976,0.942352641,0.341292082,0.672310025,0.001042823
H4I1N1,800,117.696,0.453464312,0.704409506,0.633724188,0.349083078
H4I1N1,700,110.458,0.065948971,0.98861218,0.147797104,0.784802956
H4I1N1,600,103.261,0.691084276,0.485682995,0.120092932,0.999003874
H4I1N1,500,96.148,0.451540008,0.778566975,0.69404938,0.982085038
H4I1N1,400,88.998,0.381826244,0.389567614,0.013109286,0.46919585
H4I1N1,300,81.881,0.617829809,0.050662843,0.449101656,0.79159948
H4I1N1,298,81.755,0.809019294,0.810888348,0.220234589,0.693004152
Hf1,2400,42.073,0.315553078,0.852447558,0.858613477,0.055936312
Hf1,2300,41.372,0.70934473,0.804367373,0.089916397,0.365788735
Hf1,2200,40.671,0.972540608,0.903041804,0.65802237,0.594386215
Hf1,2100,39.97,0.23998332,0.339099021,0.156639324,0.626609761
Hf1,2054,39.648,0.422331964,0.451192743,0.455274764,0.601002661
Hf1,2000,39.269,0.986996108,0.053579395,0.579806749,0.729772698
Hf1,1900,38.569,0.494630293,0.150569031,0.455419355,0.536808
Hf1,1800,37.868,0.345616017,0.401651801,0.99079313,0.231618166
Hf1,1700,37.167,0.150904191,0.06961671,0.257771426,0.655392494
Hf1,1600,36.466,0.247270841,0.035639167,0.103911082,0.136262065
Hf1,1500,35.765,0.813154755,0.018751341,0.602681511,0.955817943
Hf1,1400,35.064,0.241511809,0.935972619,0.850622829,0.888487859
Hf1,1300,34.372,0.332960211,0.246141611,0.554515818,0.168748371
Hf1,1200,33.572,0.845719132,0.819628114,0.684401476,0.754468089
Hf1,1100,32.759,0.187365788,0.831682643,0.939752089,0.938247255
Hf1,1000,31.943,0.079051275,0.808927568,0.570290322,0.627579955
Hf1,900,31.12,0.497120936,0.488622342,0.304409434,0.000161595
Hf1,800,30.288,0.882671896,0.493805044,0.512012698,0.135110141
Hf1,700,29.445,0.093935809,0.163177035,0.154719546,0.447367005
Hf1,600,28.583,0.207989429,0.631352242,0.5474074,0.704133689
Hf1,500,27.692,0.722314111,0.797319781,0.127478488,0.371281958
Hf1,450,27.23,0.806321154,0.60051959,0.565244564,0.533811458
Hf1,400,26.751,0.84686311,0.100029514,0.303201243,0.746750888
Hf1,350,26.247,0.141913491,0.61855766,0.614977362,0.626176264
Hf1,300,25.708,0.224813671,0.459779385,0.243846991,0.865640925
Hf1,298,25.687,0.728441496,0.453560209,0.717765809,0.421263539
Hg1I2,1400,84.119,0.851522944,0.213699137,0.428922654,0.683217957
Hg1I2,1300,84.119,0.603147484,0.677047603,0.459739903,0.278082866
Hg1I2,1200,84.119,0.226005632,0.077319443,0.113800764,0.495725007
Hg1I2,1100,84.119,0.043659098,0.784028955,0.44169641,0.629977159
Hg1I2,1000,84.119,0.524508497,0.159244358,0.400651515,0.92105414
Hg1I2,900,84.119,0.93884279,0.804872757,0.792464853,0.414929263
Hg1I2,800,84.119,0.957083979,0.736171604,0.363109811,0.040300843
Hg1I2,700,84.119,0.899781574,0.95784774,0.111815781,0.031649155
Hg1I2,600,84.119,0.595641187,0.56684614,0.032477982,0.807259969
Hg1I2,530,84.119,0.429628931,0.820614145,0.60762649,0.716311134
Hg1I2,500,84.119,0.87265315,0.98810174,0.049743503,0.3892283
Hg1I2,402,82.09,0.71866306,0.236244753,0.860280692,0.792810763
Hg1I2,402,84.119,0.598371786,0.550262439,0.323755649,0.115943885
Hg1I2,400,82.006,0.47754972,0.074809153,0.880583551,0.505652363
Hg1I2,300,77.822,0.143108169,0.154413159,0.793002826,0.84555235
Hg1I2,298,77.747,0.705579442,0.359222908,0.921597377,0.336275976
Hg1O1,900,58.626,0.126848093,0.052354371,0.381747521,0.526267443
Hg1O1,800,57.509,0.695683552,0.725807335,0.991900772,0.899172723
Hg1O1,700,56.066,0.660921332,0.967990726,0.589091074,0.72204758
Hg1O1,600,54.12,0.2049813,0.17745593,0.815712878,0.859945821
Hg1O1,500,51.631,0.495441535,0.972510595,0.557516404,0.567386441
Hg1O1,400,48.325,0.721610756,0.744504043,0.989446334,0.801944516
Hg1O1,300,44.145,0.547802059,0.345691188,0.649734923,0.248029585
Hg1O1,298,44.062,0.270325596,0.120036227,0.388069451,0.767966983
I1K1,298,52.777,0.540017499,0.303922161,0.482312532,0.333725036
I1K1,1900,75.317,0.337251598,0.600556004,0.4559449,0.102069236
I1K1,1800,75.291,0.401156638,0.823669986,0.073015186,0.734546323
I1K1,1700,75.234,0.010469855,0.97439347,0.589458096,0.030837487
I1K1,1600,75.145,0.559190224,0.190657197,0.541788385,0.903712308
I1K1,1500,74.927,0.595226064,0.331893522,0.993677333,0.050454599
I1K1,1400,74.601,0.208860193,0.234266087,0.897749989,0.957652411
I1K1,1300,74.09,0.663625689,0.272235048,0.848319196,0.870294484
I1K1,1200,73.136,0.489919307,0.00882844,0.398662008,0.842279512
I1K1,1100,71.546,0.99326805,0.902397561,0.096008895,0.782801821
I1K1,1000,69.036,0.855876196,0.161990134,0.088406553,0.404071406
I1K1,954,67.594,0.419411839,0.207901074,0.627187207,0.582447308
I1K1,900,65.793,0.79068807,0.795641923,0.225989799,0.144856621
I1K1,800,62.639,0.554197063,0.202447969,0.779023493,0.569627085
I1K1,700,59.777,0.599864959,0.22665483,0.326682349,0.43365635
I1K1,600,57.3,0.29212313,0.759417149,0.716433404,0.977973182
I1K1,500,55.363,0.274668159,0.232782551,0.395452991,0.7551804
I1K1,400,53.932,0.544062627,0.192167803,0.252622543,0.911707086
I1K1,300,52.806,0.127877818,0.874921098,0.178420562,0.894864875
I1Li1,2400,76.191,0.704291099,0.18524681,0.152053116,0.102111835
I1Li1,2300,76.191,0.408690829,0.168210788,0.319414546,0.20184026
I1Li1,2200,76.191,0.849412319,0.417991077,0.21986745,0.890082646
I1Li1,2100,76.191,0.122455718,0.15388678,0.269610486,0.219121289
I1Li1,2000,76.191,0.552298249,0.839966788,0.390397552,0.78634463
I1Li1,1900,76.191,0.13190433,0.186464006,0.808605576,0.203566322
I1Li1,1800,76.191,0.908053426,0.880286084,0.947755776,0.069732062
I1Li1,1700,76.191,0.100260449,0.2246735,0.325240383,0.14663735
I1Li1,1600,76.191,0.430222618,0.087133707,0.87578363,0.814939622
I1Li1,1500,76.191,0.998762886,0.042552721,0.084788242,0.803456508
I1Li1,1400,75.877,0.724644635,0.23393028,0.90203047,0.590187906
I1Li1,1300,75.375,0.002593848,0.854451683,0.401444751,0.754916488
I1Li1,1200,74.559,0.013744097,0.818909559,0.154226823,0.879986478
I1Li1,1100,73.534,0.102893675,0.891023341,0.214714073,0.209658194
I1Li1,1000,71.965,0.12768545,0.838199576,0.424522689,0.681765213
I1Li1,900,69.517,0.243253371,0.009847234,0.726268605,0.053831899
I1Li1,800,66.107,0.845356722,0.085445026,0.290758559,0.335573179
I1Li1,700,62.258,0.300611019,0.217319907,0.672149587,0.22750887
I1Li1,600,58.66,0.496415421,0.880427824,0.583955531,0.58844612
I1Li1,500,55.948,0.513576982,0.553174709,0.748871601,0.295385427
I1Li1,400,53.43,0.151193972,0.551513791,0.65651563,0.464606604
I1Li1,300,50.187,0.350231746,0.787668996,0.127648771,0.204390772
I1Li1,298,50.082,0.212834747,0.925063623,0.026804684,0.223161902
I1Na1,298,52.225,0.151360181,0.547104239,0.219975808,0.148743847
I1Na1,1900,70.127,0.576007156,0.880109335,0.896232757,0.642075068
I1Na1,1800,69.116,0.766572069,0.564585869,0.714188923,0.293646938
I1Na1,1700,68.095,0.78379175,0.393094658,0.152470336,0.678061648
I1Na1,1600,67.064,0.080132876,0.795698286,0.255192234,0.585722803
I1Na1,1500,66.024,0.628301613,0.546224791,0.65470438,0.249494258
I1Na1,1400,64.974,0.196870302,0.405002849,0.00525143,0.573242661
I1Na1,1300,63.914,0.069957339,0.171722638,0.680619003,0.665209131
I1Na1,1200,62.844,0.44352446,0.670497937,0.7668296,0.379033222
I1Na1,1100,61.764,0.512241085,0.440676397,0.138618299,0.689875666
